"TIME","CURRENCY","UNIT","STATINFO","Value","Flag and Footnotes"
"1999M07","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"1999M07","Czech koruna","National currency","Average","36.503",""
"1999M07","Czech koruna","National currency","Value at the end of the period","36.664",""
"1999M07","Danish krone","National currency","Average","7.4388",""
"1999M07","Danish krone","National currency","Value at the end of the period","7.4426",""
"1999M07","Croatian kuna","National currency","Average","7.61689",""
"1999M07","Croatian kuna","National currency","Value at the end of the period","7.59590",""
"1999M07","Hungarian forint","National currency","Average","250.43",""
"1999M07","Hungarian forint","National currency","Value at the end of the period","253.56",""
"1999M07","Polish zloty","National currency","Average","4.0172",""
"1999M07","Polish zloty","National currency","Value at the end of the period","4.1279",""
"1999M07","Romanian leu","National currency","Average","1.6470",""
"1999M07","Romanian leu","National currency","Value at the end of the period","1.7167",""
"1999M07","Swedish krona","National currency","Average","8.7446",""
"1999M07","Swedish krona","National currency","Value at the end of the period","8.7735",""
"1999M07","Pound sterling","National currency","Average","0.65779",""
"1999M07","Pound sterling","National currency","Value at the end of the period","0.65980",""
"1999M07","Swiss franc","National currency","Average","1.6040",""
"1999M07","Swiss franc","National currency","Value at the end of the period","1.5976",""
"1999M07","Icelandic krona","National currency","Average","77.13",""
"1999M07","Icelandic krona","National currency","Value at the end of the period","77.80",""
"1999M07","Norwegian krone","National currency","Average","8.1811",""
"1999M07","Norwegian krone","National currency","Value at the end of the period","8.3345",""
"1999M07","Albanian lek","National currency","Average","140.31",""
"1999M07","Albanian lek","National currency","Value at the end of the period","144.26",""
"1999M07","Denar (of North Macedonia)","National currency","Average","60.6382",""
"1999M07","Denar (of North Macedonia)","National currency","Value at the end of the period","60.6254",""
"1999M07","Serbian dinar","National currency","Average","11.7350",""
"1999M07","Serbian dinar","National currency","Value at the end of the period","11.7350",""
"1999M07","Turkish lira","National currency","Average","0.4434",""
"1999M07","Turkish lira","National currency","Value at the end of the period","0.4593",""
"1999M07","Argentine peso","National currency","Average",":",""
"1999M07","Argentine peso","National currency","Value at the end of the period",":",""
"1999M07","Australian dollar","National currency","Average","1.5757",""
"1999M07","Australian dollar","National currency","Value at the end of the period","1.6405",""
"1999M07","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"1999M07","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"1999M07","Brazilian real","National currency","Average",":",""
"1999M07","Brazilian real","National currency","Value at the end of the period",":",""
"1999M07","Canadian dollar","National currency","Average","1.5403",""
"1999M07","Canadian dollar","National currency","Value at the end of the period","1.6099",""
"1999M07","Chinese renminbi-yuan","National currency","Average",":",""
"1999M07","Chinese renminbi-yuan","National currency","Value at the end of the period",":",""
"1999M07","Hong Kong dollar","National currency","Average","8.0349",""
"1999M07","Hong Kong dollar","National currency","Value at the end of the period","8.3019",""
"1999M07","Indonesian rupiah","National currency","Average","7,003.93",""
"1999M07","Indonesian rupiah","National currency","Value at the end of the period","7,310.38",""
"1999M07","Israeli shekel","National currency","Average",":",""
"1999M07","Israeli shekel","National currency","Value at the end of the period",":",""
"1999M07","Indian rupee","National currency","Average",":",""
"1999M07","Indian rupee","National currency","Value at the end of the period",":",""
"1999M07","Japanese yen","National currency","Average","123.71",""
"1999M07","Japanese yen","National currency","Value at the end of the period","123.19",""
"1999M07","South Korean won","National currency","Average","1,229.42",""
"1999M07","South Korean won","National currency","Value at the end of the period","1,287.21",""
"1999M07","Mexican peso","National currency","Average","9.7122",""
"1999M07","Mexican peso","National currency","Value at the end of the period","10.0757",""
"1999M07","Malaysian ringgit","National currency","Average","3.9347",""
"1999M07","Malaysian ringgit","National currency","Value at the end of the period","4.0645",""
"1999M07","New Zealand dollar","National currency","Average","1.9664",""
"1999M07","New Zealand dollar","National currency","Value at the end of the period","2.0168",""
"1999M07","Philippine peso","National currency","Average","39.666",""
"1999M07","Philippine peso","National currency","Value at the end of the period","41.148",""
"1999M07","Russian rouble","National currency","Average","25.2212",""
"1999M07","Russian rouble","National currency","Value at the end of the period","25.9313",""
"1999M07","Singapore dollar","National currency","Average","1.7560",""
"1999M07","Singapore dollar","National currency","Value at the end of the period","1.8023",""
"1999M07","Thai baht","National currency","Average","38.4161",""
"1999M07","Thai baht","National currency","Value at the end of the period","39.8355",""
"1999M07","New Taiwan dollar","National currency","Average","33.4200",""
"1999M07","New Taiwan dollar","National currency","Value at the end of the period","33.4200",""
"1999M07","US dollar","National currency","Average","1.0353",""
"1999M07","US dollar","National currency","Value at the end of the period","1.0694",""
"1999M07","South African rand","National currency","Average","6.3210",""
"1999M07","South African rand","National currency","Value at the end of the period","6.5779",""
"1999M08","Bulgarian lev","National currency","Average","1.9558",""
"1999M08","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"1999M08","Czech koruna","National currency","Average","36.413",""
"1999M08","Czech koruna","National currency","Value at the end of the period","36.573",""
"1999M08","Danish krone","National currency","Average","7.4376",""
"1999M08","Danish krone","National currency","Value at the end of the period","7.4344",""
"1999M08","Croatian kuna","National currency","Average","7.58037",""
"1999M08","Croatian kuna","National currency","Value at the end of the period","7.68320",""
"1999M08","Hungarian forint","National currency","Average","253.52",""
"1999M08","Hungarian forint","National currency","Value at the end of the period","253.89",""
"1999M08","Polish zloty","National currency","Average","4.1966",""
"1999M08","Polish zloty","National currency","Value at the end of the period","4.2084",""
"1999M08","Romanian leu","National currency","Average","1.7058",""
"1999M08","Romanian leu","National currency","Value at the end of the period","1.7138",""
"1999M08","Swedish krona","National currency","Average","8.7519",""
"1999M08","Swedish krona","National currency","Value at the end of the period","8.6910",""
"1999M08","Pound sterling","National currency","Average","0.66014",""
"1999M08","Pound sterling","National currency","Value at the end of the period","0.65850",""
"1999M08","Swiss franc","National currency","Average","1.6004",""
"1999M08","Swiss franc","National currency","Value at the end of the period","1.5997",""
"1999M08","Icelandic krona","National currency","Average","77.28",""
"1999M08","Icelandic krona","National currency","Value at the end of the period","76.91",""
